theta_si value,KSIM avg.,KSIM_err,CLU avg,CLU_err
0.02,0.053459360574865354,0.0028535531086640586,0.0082008144747875676,0.00078306035009148784
0.021,0.05608084243977083,0.0030955761364747821,0.008208742783102678,0.0005742726796356826
0.022,0.058078770190629667,0.0036025109056532396,0.00825416332048747,0.00050470714022341368
0.023,0.059595547303714337,0.0034612360098856994,0.0082109457275175053,0.00054936412756971401
0.024,0.061258193321044527,0.0027760040671576981,0.0082576510951002241,0.00051522679947168821
0.025,0.062008387085341433,0.0028736883064195765,0.0082617454705939154,0.0004469452737066136
0.026000000000000002,0.063009661013459048,0.0034838616514373047,0.008692973702969474,0.00036043302746450144
0.027,0.063334140901722541,0.0029294797443097861,0.0092457063631416481,0.00055981925076215022
0.028,0.064188488486588119,0.0032048939790346141,0.0098418390987416414,0.00048147554390035908
0.029,0.064455793980366452,0.0032989854305044385,0.010389529856894458,0.00038309303480509559
0.03,0.064689649874796556,0.0032591328488853002,0.010943738077295668,0.00040757031907429856
0.031,0.065283051201906167,0.003118930813665266,0.01141933081198806,0.00036576363521992599
0.032,0.065551992089310368,0.0036008786763077026,0.01188208040212595,0.0003582611361670875
0.033,0.065722100216039622,0.0036029492637032444,0.012304398851477749,0.000319569070291046
0.034,0.066219568397959533,0.0037742799308809298,0.012680064245684648,0.00035901636237511535
0.035,0.066349175451163478,0.0034977282729515904,0.013035400619597478,0.00036120328552660674
0.036000000000000004,0.06648595716456937,0.0033478819273485283,0.013383027448787662,0.00042007465223992905
0.037,0.066698626653880308,0.0032160682652736874,0.013718852394461717,0.00042132226332033951
0.038,0.066492482886738064,0.0035933688607548905,0.014065243986127046,0.0004833786547557466
0.039,0.066799986320983176,0.0036009911842571213,0.014368575004995148,0.00046322122155864794
0.04,0.06688642656852542,0.0040245206107242318,0.014673891845363354,0.00047710997987490504
0.041,0.067049196898790214,0.0041566165093186377,0.014973125345819654,0.00045713522349101129
0.042,0.067253840115532898,0.0042531324330194534,0.015266184631727454,0.00045237181804699041
0.043000000000000003,0.067338334688516591,0.0039549292139545097,0.01552828029829526,0.00042428469297348375
0.044,0.067499047782750066,0.0034967637081566444,0.015774444626217899,0.00043854329643724498
0.045,0.067578934479814626,0.003262529695275955,0.016069129923907941,0.00035671273553384251
0.046,0.067711060909668053,0.0029760317826010713,0.016353249792096985,0.00034267750136732396
0.047,0.067682609990299361,0.0028259637643051755,0.016621546870839134,0.00033528048002287071
0.048,0.067644858650448197,0.0025419088741607393,0.016919116386212872,0.00032229176015749483
0.049,0.067807880125651018,0.002124447804006363,0.017196602387432678,0.00036871821679375534
0.05,0.067768929188679772,0.0019958454692552557,0.01749382202086058,0.00037753833533558587
0.051000000000000004,0.067929072946888575,0.0024499819647063742,0.017797842678389873,0.00037213934957183552
0.052000000000000005,0.067960964709769908,0.0029011253714116142,0.018120024317630264,0.00028612009412249534
0.053,0.06791874957441893,0.0024955493533872913,0.018411754756613257,0.0003199463829743239
0.054,0.068237843965049255,0.0029193492602320806,0.018718435767936657,0.0003598039428787999
0.055,0.068284936594881593,0.0027806980579666504,0.01900151970181364,0.00032317536593279815
0.056,0.068166318323611197,0.002692277581107301,0.019317770575557953,0.00035376118603230172
0.057,0.068196531525538187,0.0028745336912374408,0.019602424554189871,0.00041878744533363835
0.058,0.068345654603947037,0.0029338479240233889,0.019927745532833573,0.00042182013977957664
0.059000000000000004,0.068133538829418624,0.0032457392014840353,0.020202014468643392,0.00049693369094065513
0.06,0.067994414138778672,0.003215258123131802,0.020518085624487408,0.00049829146618992834
